   40 1134    42.138
   44 1055    37.334
15775    2    0.101
52352    2    0.101
24498    2    0.101
41822    2    0.101
46631    2    0.101
52351    2    0.101
46634    2    0.101
15784    2    0.101
52348    2    0.101
38144    2    0.101
52343    2    0.101
24858    2    0.101
51637    2    0.101
29555    2    0.101
16862    2    0.101
16864    2    0.101
16868    2    0.101
16869    2    0.101
47137    2    0.101
47138    2    0.101
37990    2    0.101
47139    2    0.101
29565    2    0.101
51641    2    0.101
16871    2    0.101
31821    2    0.101
37989    2    0.101
43262    2    0.101
29572    2    0.101
16877    2    0.101
16881    2    0.101
56436    2    0.101
16885    2    0.101
16889    2    0.101
56387    2    0.101
51705    2    0.101
47095    2    0.101
36642    2    0.101
43289    2    0.101
16792    2    0.101
 6138    2    0.101
51697    2    0.101
38001    2    0.101
16805    2    0.101
51687    2    0.101
51607    2    0.101
51683    2    0.101
51672    2    0.101
47128    2    0.101
24197    2    0.101
47793    2    0.101
40858    2    0.101
16856    2    0.101
 5930    2    0.101
16859    2    0.101
47227    2    0.101
51553    2    0.101
39591    2    0.101
24080    2    0.101
51520    2    0.101
29625    2    0.101
51513    2    0.101
24072    2    0.101
56466    2    0.101
47210    2    0.101
24048    2    0.101
39572    2    0.101
36702    2    0.101
33170    2    0.101
43221    2    0.101
34728    2    0.101
43215    2    0.101
37966    2    0.101
40824    2    0.101
36707    2    0.101
37965    2    0.101
56500    2    0.101
41878    2    0.101
16900    2    0.101
 5804    2    0.101
47158    2    0.101
43245    2    0.101
 5790    2    0.101
 5787    2    0.101
51599    2    0.101
16902    2    0.101
16904    2    0.101
16905    2    0.101
16782    2    0.101
51588    2    0.101
16911    2    0.101
56442    2    0.101
56444    2    0.101
16915    2    0.101
56448    2    0.101
29610    2    0.101
34781    2    0.101
51567    2    0.101
16515    2    0.101
24451    2    0.101
56225    2    0.101
38062    2    0.101
34895    2    0.101
16496    2    0.101
29404    2    0.101
56255    2    0.101
51894    2    0.101
46922    2    0.101
16508    2    0.101
43370    2    0.101
46934    2    0.101
51868    2    0.101
24424    2    0.101
24422    2    0.101
43333    2    0.101
46952    2    0.101
51846    2    0.101
16570    2    0.101
51832    2    0.101
24380    2    0.101
16427    2    0.101
16347    2    0.101
36584    2    0.101
24496    2    0.101
51976    2    0.101
51966    2    0.101
16415    2    0.101
 6569    2    0.101
56201    2    0.101
46897    2    0.101
34904    2    0.101
16614    2    0.101
29370    2    0.101
46904    2    0.101
16435    2    0.101
51912    2    0.101
51911    2    0.101
29385    2    0.101
24453    2    0.101
51896    2    0.101
 6547    2    0.101
16714    2    0.101
24325    2    0.101
43311    2    0.101
34859    2    0.101
51782    2    0.101
47014    2    0.101
34856    2    0.101
16694    2    0.101
16707    2    0.101
24305    2    0.101
51771    2    0.101
47005    2    0.101
24293    2    0.101
24277    2    0.101
33105    2    0.101
24273    2    0.101
34843    2    0.101
56340    2    0.101
16755    2    0.101
47075    2    0.101
47081    2    0.101
56285    2    0.101
24377    2    0.101
29436    2    0.101
16618    2    0.101
16627    2    0.101
16628    2    0.101
40888    2    0.101
16649    2    0.101
29447    2    0.101
24357    2    0.101
40881    2    0.101
47250    2    0.101
34865    2    0.101
34864    2    0.101
 6428    2    0.101
16672    2    0.101
16681    2    0.101
40873    2    0.101
39503    2    0.101
34861    2    0.101
24328    2    0.101
49632    2    0.101
31516    2    0.101
49652    2    0.101
57807    2    0.101
30969    2    0.101
 1689    2    0.101
22029    2    0.101
34013    2    0.101
22019    2    0.101
20435    2    0.101
57810    2    0.101
48532    2    0.101
 1649    2    0.101
57816    2    0.101
 1613    2    0.101
49613    2    0.101
22001    2    0.101
21991    2    0.101
48566    2    0.101
20484    2    0.101
33997    2    0.101
20504    2    0.101
57792    2    0.101
 1826    2    0.101
34032    2    0.101
57769    2    0.101
49699    2    0.101
33601    2    0.101
20359    2    0.101
20364    2    0.101
40527    2    0.101
22076    2    0.101
20383    2    0.101
21971    2    0.101
49674    2    0.101
30950    2    0.101
22057    2    0.101
 1724    2    0.101
49670    2    0.101
49663    2    0.101
48523    2    0.101
42416    2    0.101
22041    2    0.101
49654    2    0.101
33962    2    0.101
48625    2    0.101
37484    2    0.101
49540    2    0.101
40284    2    0.101
37480    2    0.101
21898    2    0.101
31497    2    0.101
 1265    2    0.101
21891    2    0.101
20624    2    0.101
31044    2    0.101
31496    2    0.101
49503    2    0.101
48653    2    0.101
33959    2    0.101
20656    2    0.101
 1245    2    0.101
40288    2    0.101
31079    2    0.101
31081    2    0.101
20686    2    0.101
20547    2    0.101
31508    2    0.101
 1457    2    0.101
48581    2    0.101
31015    2    0.101
20512    2    0.101
48587    2    0.101
20533    2    0.101
49569    2    0.101
21943    2    0.101
48618    2    0.101
30923    2    0.101
31028    2    0.101
57859    2    0.101
20550    2    0.101
37489    2    0.101
31504    2    0.101
 1399    2    0.101
20586    2    0.101
49556    2    0.101
48621    2    0.101
22268    2    0.101
49882    2    0.101
48332    2    0.101
 2602    2    0.101
34109    2    0.101
 2599    2    0.101
34108    2    0.101
 2592    2    0.101
22274    2    0.101
57637    2    0.101
49868    2    0.101
42050    2    0.101
20048    2    0.101
49843    2    0.101
 2534    2    0.101
22243    2    0.101
48357    2    0.101
20084    2    0.101
20094    2    0.101
 2459    2    0.101
49814    2    0.101
34077    2    0.101
19940    2    0.101
49929    2    0.101
40153    2    0.101
37581    2    0.101
19911    2    0.101
22341    2    0.101
49912    2    0.101
33531    2    0.101
 2697    2    0.101
 2695    2    0.101
30764    2    0.101
33568    2    0.101
30766    2    0.101
48317    2    0.101
 2671    2    0.101
34127    2    0.101
57602    2    0.101
 2648    2    0.101
19978    2    0.101
49888    2    0.101
49886    2    0.101
31531    2    0.101
22156    2    0.101
20244    2    0.101
49742    2    0.101
22148    2    0.101
 2067    2    0.101
 2056    2    0.101
20276    2    0.101
20282    2    0.101
33583    2    0.101
48434    2    0.101
20228    2    0.101
37529    2    0.101
49719    2    0.101
20308    2    0.101
49712    2    0.101
30913    2    0.101
49706    2    0.101
 1829    2    0.101
37518    2    0.101
48470    2    0.101
42437    2    0.101
20151    2    0.101
22199    2    0.101
 2363    2    0.101
20141    2    0.101
33571    2    0.101
49786    2    0.101
22185    2    0.101
57690    2    0.101
40546    2    0.101
57693    2    0.101
48398    2    0.101
33952    2    0.101
22180    2    0.101
 2270    2    0.101
 2212    2    0.101
20156    2    0.101
48408    2    0.101
40227    2    0.101
34059    2    0.101
49771    2    0.101
22163    2    0.101
58145    2    0.101
49184    2    0.101
33839    2    0.101
21165    2    0.101
  538    2    0.101
21541    2    0.101
37330    2    0.101
21175    2    0.101
58138    2    0.101
31296    2    0.101
21527    2    0.101
  550    2    0.101
  461    2    0.101
21192    2    0.101
31307    2    0.101
33833    2    0.101
  411    2    0.101
49153    2    0.101
48938    2    0.101
42121    2    0.101
33745    2    0.101
31332    2    0.101
31262    2    0.101
  726    2    0.101
  702    2    0.101
21612    2    0.101
21064    2    0.101
58077    2    0.101
21066    2    0.101
49232    2    0.101
33856    2    0.101
49224    2    0.101
33854    2    0.101
  391    2    0.101
21122    2    0.101
33721    2    0.101
33722    2    0.101
33848    2    0.101
  611    2    0.101
21127    2    0.101
40393    2    0.101
49201    2    0.101
33724    2    0.101
21561    2    0.101
  122    2    0.101
40419    2    0.101
31374    2    0.101
21285    2    0.101
58214    2    0.101
21286    2    0.101
49085    2    0.101
48990    2    0.101
31418    2    0.101
49082    2    0.101
  141    2    0.101
33808    2    0.101
  111    2    0.101
21426    2    0.101
21316    2    0.101
21419    2    0.101
48999    2    0.101
21318    2    0.101
49047    2    0.101
21340    2    0.101
21342    2    0.101
21362    2    0.101
21463    2    0.101
37347    2    0.101
21231    2    0.101
49132    2    0.101
31340    2    0.101
37382    2    0.101
21264    2    0.101
37379    2    0.101
31427    2    0.101
58192    2    0.101
48965    2    0.101
49265    2    0.101
42169    2    0.101
21461    2    0.101
21457    2    0.101
49107    2    0.101
40435    2    0.101
21274    2    0.101
31422    2    0.101
48979    2    0.101
42152    2    0.101
37270    2    0.101
42101    2    0.101
20797    2    0.101
48688    2    0.101
48690    2    0.101
48697    2    0.101
20810    2    0.101
21780    2    0.101
57968    2    0.101
48706    2    0.101
40325    2    0.101
49397    2    0.101
21771    2    0.101
57974    2    0.101
49361    2    0.101
  871    2    0.101
57995    2    0.101
33678    2    0.101
  864    2    0.101
37278    2    0.101
20859    2    0.101
20861    2    0.101
21836    2    0.101
21858    2    0.101
20691    2    0.101
49468    2    0.101
37250    2    0.101
57912    2    0.101
20706    2    0.101
49457    2    0.101
31095    2    0.101
49451    2    0.101
20721    2    0.101
31168    2    0.101
37252    2    0.101
31101    2    0.101
20723    2    0.101
49439    2    0.101
49436    2    0.101
49431    2    0.101
20765    2    0.101
57926    2    0.101
48686    2    0.101
48827    2    0.101
31202    2    0.101
20941    2    0.101
33691    2    0.101
33692    2    0.101
  807    2    0.101
20953    2    0.101
33880    2    0.101
48778    2    0.101
48788    2    0.101
21674    2    0.101
20917    2    0.101
48829    2    0.101
33703    2    0.101
49275    2    0.101
48835    2    0.101
  741    2    0.101
33705    2    0.101
31236    2    0.101
21627    2    0.101
  739    2    0.101
31239    2    0.101
48741    2    0.101
33905    2    0.101
  844    2    0.101
20865    2    0.101
42304    2    0.101
49350    2    0.101
42301    2    0.101
  841    2    0.101
37287    2    0.101
31182    2    0.101
58024    2    0.101
19875    2    0.101
33897    2    0.101
20898    2    0.101
  822    2    0.101
42104    2    0.101
49336    2    0.101
49330    2    0.101
48761    2    0.101
48764    2    0.101
  817    2    0.101
33385    2    0.101
23077    2    0.101
47859    2    0.101
36938    2    0.101
 4168    2    0.101
23072    2    0.101
57072    2    0.101
39916    2    0.101
57073    2    0.101
30286    2    0.101
18593    2    0.101
50608    2    0.101
18605    2    0.101
57079    2    0.101
30297    2    0.101
18630    2    0.101
36946    2    0.101
18642    2    0.101
47886    2    0.101
18666    2    0.101
23016    2    0.101
30316    2    0.101
30246    2    0.101
18493    2    0.101
 4231    2    0.101
50635    2    0.101
31684    2    0.101
30237    2    0.101
23126    2    0.101
18522    2    0.101
23120    2    0.101
37743    2    0.101
47821    2    0.101
47905    2    0.101
18534    2    0.101
37737    2    0.101
50625    2    0.101
36931    2    0.101
23101    2    0.101
57061    2    0.101
33373    2    0.101
 4205    2    0.101
47847    2    0.101
 4177    2    0.101
57194    2    0.101
42766    2    0.101
50491    2    0.101
47951    2    0.101
18775    2    0.101
22949    2    0.101
50479    2    0.101
22941    2    0.101
22940    2    0.101
47963    2    0.101
50472    2    0.101
36973    2    0.101
47967    2    0.101
39968    2    0.101
37707    2    0.101
57206    2    0.101
34338    2    0.101
34337    2    0.101
50437    2    0.101
42753    2    0.101
18837    2    0.101
18840    2    0.101
18726    2    0.101
30318    2    0.101
18696    2    0.101
30322    2    0.101
30324    2    0.101
30326    2    0.101
18697    2    0.101
39943    2    0.101
18712    2    0.101
40661    2    0.101
34367    2    0.101
57024    2    0.101
22990    2    0.101
30336    2    0.101
22988    2    0.101
 4060    2    0.101
47926    2    0.101
57132    2    0.101
57147    2    0.101
57155    2    0.101
57162    2    0.101
18083    2    0.101
36861    2    0.101
18022    2    0.101
47663    2    0.101
42895    2    0.101
42891    2    0.101
 4470    2    0.101
47665    2    0.101
 4462    2    0.101
18057    2    0.101
47666    2    0.101
23380    2    0.101
30123    2    0.101
56925    2    0.101
50804    2    0.101
 4448    2    0.101
36872    2    0.101
23328    2    0.101
50792    2    0.101
39845    2    0.101
42877    2    0.101
47692    2    0.101
42919    2    0.101
42930    2    0.101
23408    2    0.101
42926    2    0.101
56870    2    0.101
 4524    2    0.101
33300    2    0.101
31719    2    0.101
 4516    2    0.101
50867    2    0.101
56878    2    0.101
30145    2    0.101
23399    2    0.101
39835    2    0.101
47638    2    0.101
17971    2    0.101
47643    2    0.101
47647    2    0.101
17989    2    0.101
17990    2    0.101
 4497    2    0.101
 4256    2    0.101
 4289    2    0.101
23202    2    0.101
39883    2    0.101
39886    2    0.101
50688    2    0.101
18424    2    0.101
18434    2    0.101
18439    2    0.101
23174    2    0.101
31690    2    0.101
30196    2    0.101
47781    2    0.101
33357    2    0.101
34420    2    0.101
50655    2    0.101
36917    2    0.101
30220    2    0.101
54691    2    0.101
 4243    2    0.101
30223    2    0.101
18468    2    0.101
18319    2    0.101
23303    2    0.101
18174    2    0.101
40702    2    0.101
33331    2    0.101
 4366    2    0.101
47714    2    0.101
18225    2    0.101
18232    2    0.101
42860    2    0.101
47740    2    0.101
57225    2    0.101
18325    2    0.101
18338    2    0.101
47755    2    0.101
39864    2    0.101
56987    2    0.101
33344    2    0.101
39866    2    0.101
23212    2    0.101
50705    2    0.101
19551    2    0.101
57423    2    0.101
37062    2    0.101
40110    2    0.101
 3292    2    0.101
19474    2    0.101
40118    2    0.101
22538    2    0.101
37626    2    0.101
48190    2    0.101
48195    2    0.101
50109    2    0.101
